Id;Semantic
Hamder;9.62993672993673
Women;2.8467836257309944
Sons;10.588376668693472
Skade;8.536772456309272
Æger;15.96773667348483
Mythology;8.782550804044465
Hofvarpner;1.6421783818901057
Bolverk;14.162531101733368
Journey;6.741401078963624
Muspelheim;7.13056266296229
Geirrod;12.093908506992861
Father;10.388064700980884
Erp;8.745991561181434
Urd;8.556101710546663
Vanaland;8.27426423859926
Fulla;2.2078613359223556
Svipal;3.095033545899006
Utgard-loke;5.163155360527805
Priamos;5.714996704021094
Ygdrasil;12.568525236677075
Skirner;5.486921210183754
Romans;11.102944204188436
Ash;3.4781778187113255
Rolf;20.68877819760829
Frigg;22.782517295533502
Jord;2.504735996121172
Brage;16.325201573457992
Sidhot;3.295676518080018
Wife;7.63462203897447
People;14.822210882532964
Hoder;6.510344697680285
Vala;4.440913090482007
Mead;8.277871725610341
Children;4.752171416461232
Valhal;14.88353507024113
Skidbladner;7.069365358494009
Sad;3.365511078502592
Grim;5.789463987720118
Mithridates;6.521306366589386
Jotunheim;8.341007853583081
Kare;3.106520629612473
Abode;9.45727957131352
Fornjot;4.501361053618318
Gefjun;14.028725647925485
Grid;2.8659831382991037
Romulus;6.659425200070098
Witch_;1.136574074074074
Bil;3.6367314029436533
Skogul;3.307109188570323
Gondler;1.9855708017472724
Man;10.288237273405498
Loder;3.0944511730127005
